№ ВД	1.К-сть одержаних бюлетенів	2.К-сть виборців, внесених до списку	3.К-сть виборців, внесених до витягу для голос. за місцем перебув.	4.К-сть невикор. бюлетенів	5.К-сть виборців, які отримали бюлетені у приміщ.	6.К-сть виборців, які отримали бюлетені за місцем перебув.	7.Загальна к-сть виборців, які отримали бюлетені	8.К-сть бюлетенів, що не підлягають врахуванню	9.К-сть виборців, які взяли участь у голосуванні	10.К-сть бюлетенів, визнаних недійсними	ЗеленськийВолодимир	ПорошенкоПетро	Дата та час протоколу	oblast	tvo
530505	192	187	16	68	109	15	124	0	124	2	95	27	22.04.2019 00:10	Полтавська область	148
530506	368	359	35	134	200	34	234	0	234	4	191	39	22.04.2019 00:15	Полтавська область	148
530522	928	907	25	377	529	22	551	0	551	4	453	94	22.04.2019 02:05	Полтавська область	148
530523	672	652	7	289	376	7	383	0	383	13	324	46	22.04.2019 00:05	Полтавська область	148
530524	208	206	16	75	117	16	133	0	133	4	103	26	22.04.2019 00:45	Полтавська область	148
530525	608	590	36	241	333	34	367	0	367	9	298	60	22.04.2019 01:30	Полтавська область	148
530526	208	206	9	84	115	9	124	0	124	6	99	19	22.04.2019 00:15	Полтавська область	148
530527	608	586	43	197	371	40	411	0	411	17	314	80	22.04.2019 00:02	Полтавська область	148
530528	144	138	15	41	92	11	103	0	103	6	65	32	22.04.2019 01:30	Полтавська область	148
530529	384	366	34	76	281	27	308	0	308	5	263	40	22.04.2019 00:02	Полтавська область	148
530530	352	350	38	136	183	33	216	0	216	4	180	32	22.04.2019 01:25	Полтавська область	148
530531	368	353	17	132	219	17	236	0	236	6	189	41	22.04.2019 00:45	Полтавська область	148
530654	1904	1872	31	740	1137	27	1164	0	1164	31	951	182	22.04.2019 00:42	Полтавська область	148
530655	1168	1159	16	475	680	13	693	0	693	26	522	145	22.04.2019 00:05	Полтавська область	148
530656	224	224	6	54	166	4	170	0	170	1	124	45	22.04.2019 00:02	Полтавська область	148
530657	1408	1391	40	551	830	27	857	0	857	20	654	183	22.04.2019 02:25	Полтавська область	148
530658	800	779	108	281	424	95	519	0	519	9	402	108	21.04.2019 21:50	Полтавська область	148
530659	688	666	49	271	372	45	417	0	417	11	319	87	22.04.2019 00:07	Полтавська область	148
530660	1024	1001	44	397	588	39	627	0	627	15	519	93	22.04.2019 02:43	Полтавська область	148
530661	320	307	15	110	195	15	210	0	210	2	161	47	22.04.2019 01:00	Полтавська область	148
530662	448	439	11	183	255	10	265	0	265	4	219	42	22.04.2019 00:10	Полтавська область	148
530663	640	629	102	166	373	101	474	0	474	12	362	100	22.04.2019 00:45	Полтавська область	148
530664	976	963	55	384	539	53	592	0	592	8	448	136	22.04.2019 00:30	Полтавська область	148
530665	240	221	18	107	119	14	133	0	133	2	98	33	22.04.2019 00:25	Полтавська область	148
530666	144	136	11	52	82	10	92	0	92	4	72	16	22.04.2019 01:30	Полтавська область	148
530667	160	159	10	52	99	9	108	0	108	1	86	21	22.04.2019 00:05	Полтавська область	148
530668	80	66	4	39	37	4	41	0	41	0	26	15	22.04.2019 01:15	Полтавська область	148
530669	1008	994	43	382	585	41	626	0	626	21	512	93	22.04.2019 01:05	Полтавська область	148
530670	880	864	63	368	450	62	512	0	512	9	447	56	22.04.2019 01:50	Полтавська область	148
530671	384	379	25	114	248	22	270	0	270	3	203	64	22.04.2019 01:00	Полтавська область	148
530672	160	154	8	58	94	8	102	0	102	0	78	24	22.04.2019 00:10	Полтавська область	148
530673	640	623	18	249	374	17	391	0	391	4	322	65	22.04.2019 01:50	Полтавська область	148
530674	496	477	28	191	281	24	305	0	305	7	247	51	22.04.2019 00:05	Полтавська область	148
530675	240	229	10	87	145	8	153	0	153	3	137	13	22.04.2019 00:01	Полтавська область	148
530676	416	408	32	165	222	29	251	0	251	3	185	63	22.04.2019 00:20	Полтавська область	148
530677	560	546	24	154	382	24	406	0	406	6	318	82	22.04.2019 00:20	Полтавська область	148
530678	624	602	59	177	389	58	447	0	447	10	350	87	22.04.2019 00:30	Полтавська область	148
530679	544	536	49	171	324	49	373	0	373	8	332	33	22.04.2019 02:15	Полтавська область	148
530680	464	450	22	189	255	20	275	0	275	4	206	65	22.04.2019 00:20	Полтавська область	148
530681	528	518	25	124	381	23	404	0	404	4	332	68	22.04.2019 02:40	Полтавська область	148
530682	528	516	45	181	305	42	347	0	347	2	256	89	22.04.2019 00:30	Полтавська область	148
530683	176	174	18	48	111	17	128	0	128	1	114	13	22.04.2019 00:12	Полтавська область	148
530684	192	187	10	52	132	8	140	0	140	0	126	14	22.04.2019 00:02	Полтавська область	148
530685	736	721	75	259	403	74	477	0	477	9	393	75	22.04.2019 01:05	Полтавська область	148
530686	256	234	5	98	153	5	158	0	158	5	122	31	21.04.2019 20:40	Полтавська область	148
530687	512	504	64	176	273	63	336	0	336	10	264	62	22.04.2019 00:40	Полтавська область	148
530818	688	678	70	246	372	70	442	0	442	12	337	93	22.04.2019 00:05	Полтавська область	148
530819	448	431	31	190	231	27	258	0	258	5	197	56	22.04.2019 01:10	Полтавська область	148
530820	512	494	55	198	264	50	314	0	314	6	223	85	22.04.2019 00:20	Полтавська область	148
530821	352	337	37	131	185	36	221	0	221	5	168	48	22.04.2019 01:20	Полтавська область	148
530822	752	733	55	345	361	46	407	0	407	11	336	60	22.04.2019 00:15	Полтавська область	148
530823	816	790	67	298	454	64	518	0	518	21	414	83	22.04.2019 02:38	Полтавська область	148
530824	640	619	57	273	312	55	367	0	367	11	279	77	22.04.2019 01:30	Полтавська область	148
530825	464	457	47	188	230	46	276	0	276	10	211	55	22.04.2019 00:03	Полтавська область	148
530826	80	76	0	31	49	0	49	0	49	3	36	10	22.04.2019 00:14	Полтавська область	148
530827	96	93	8	44	44	8	52	0	52	1	44	7	22.04.2019 00:10	Полтавська область	148
530828	352	342	15	74	265	13	278	0	278	3	235	40	22.04.2019 01:45	Полтавська область	148
530829	128	116	4	35	90	3	93	0	93	0	79	14	22.04.2019 00:18	Полтавська область	148
530830	448	439	35	196	220	32	252	0	252	5	182	65	22.04.2019 00:30	Полтавська область	148
530831	160	154	13	36	113	11	124	0	124	3	104	17	22.04.2019 00:15	Полтавська область	148
530832	432	425	45	176	212	44	256	0	256	4	176	76	22.04.2019 00:30	Полтавська область	148
530833	704	692	67	269	368	67	435	0	435	6	356	73	22.04.2019 00:01	Полтавська область	148
530834	240	224	21	73	146	21	167	0	167	5	109	53	22.04.2019 01:00	Полтавська область	148
530835	208	198	7	78	124	6	130	0	130	4	102	24	22.04.2019 00:40	Полтавська область	148
530836	320	313	19	115	188	17	205	0	205	12	150	43	22.04.2019 00:32	Полтавська область	148
530837	112	111	16	36	61	15	76	0	76	5	56	15	22.04.2019 00:50	Полтавська область	148
530839	976	946	99	391	486	99	585	0	585	7	434	144	22.04.2019 01:15	Полтавська область	148
530840	528	510	46	217	267	44	311	0	311	4	216	91	22.04.2019 03:05	Полтавська область	148
530841	192	178	15	82	99	11	110	0	110	1	77	32	22.04.2019 00:05	Полтавська область	148
530842	528	521	40	183	307	38	345	0	345	3	277	65	22.04.2019 00:20	Полтавська область	148
530843	192	178	3	79	111	2	113	0	113	0	84	29	21.04.2019 23:15	Полтавська область	148
530844	464	454	43	187	235	42	277	0	277	11	206	60	22.04.2019 00:25	Полтавська область	148
530845	160	149	27	57	78	25	103	0	103	2	86	15	21.04.2019 23:45	Полтавська область	148
530846	304	296	17	118	170	16	186	0	186	2	137	47	22.04.2019 00:30	Полтавська область	148
530847	320	313	30	99	199	22	221	0	221	3	196	22	22.04.2019 00:15	Полтавська область	148
530848	128	120	9	31	88	9	97	0	97	0	88	9	22.04.2019 01:25	Полтавська область	148
530849	528	518	57	216	256	56	312	0	312	7	221	84	22.04.2019 00:10	Полтавська область	148
530850	192	190	19	66	111	15	126	0	126	4	100	22	22.04.2019 00:30	Полтавська область	148
530851	176	178	20	22	134	20	154	0	154	6	108	40	22.04.2019 00:24	Полтавська область	148
530852	272	265	21	112	141	19	160	0	160	2	115	43	22.04.2019 00:15	Полтавська область	148
530853	464	451	30	189	248	27	275	0	275	2	220	53	22.04.2019 00:12	Полтавська область	148
530854	336	314	15	138	184	14	198	0	198	6	154	38	22.04.2019 01:15	Полтавська область	148
530855	144	142	4	70	70	4	74	0	74	2	46	26	22.04.2019 00:50	Полтавська область	148
530856	240	229	11	103	126	11	137	0	137	0	111	26	22.04.2019 00:45	Полтавська область	148
530857	144	133	1	40	103	1	104	0	104	1	72	31	22.04.2019 01:30	Полтавська область	148
530858	272	261	29	82	162	28	190	0	190	3	149	38	22.04.2019 00:45	Полтавська область	148
530859	1456	1428	18	537	902	17	919	0	919	25	765	129	22.04.2019 00:35	Полтавська область	148
530860	2208	2175	43	908	1261	39	1300	0	1300	27	1079	194	22.04.2019 00:45	Полтавська область	148
530861	1776	1729	45	643	1090	43	1133	0	1133	28	925	180	22.04.2019 00:25	Полтавська область	148
530862	128	25	7	106	15	7	22	0	22	0	18	4	21.04.2019 21:20	Полтавська область	148
530863	1680	1667	97	542	1044	94	1138	0	1138	22	923	193	22.04.2019 00:15	Полтавська область	148
530864	1760	1735	28	617	1116	27	1143	0	1143	28	950	165	22.04.2019 02:13	Полтавська область	148
530865	1904	1887	27	660	1225	19	1244	0	1244	32	1065	147	22.04.2019 00:15	Полтавська область	148
530866	1248	1217	16	479	755	14	769	0	769	14	639	116	22.04.2019 00:15	Полтавська область	148
530867	1872	1847	17	658	1200	14	1214	0	1214	26	992	196	22.04.2019 02:45	Полтавська область	148
530868	1280	1255	16	479	785	16	801	0	801	8	660	133	22.04.2019 03:00	Полтавська область	148
530869	1120	1099	8	460	655	5	660	0	660	20	548	92	22.04.2019 01:15	Полтавська область	148
530870	560	559	23	226	311	23	334	0	334	6	280	48	22.04.2019 01:30	Полтавська область	148
530871	208	206	15	41	152	15	167	0	167	4	134	29	22.04.2019 00:50	Полтавська область	148
530872	304	302	24	98	182	24	206	0	206	2	164	40	22.04.2019 00:15	Полтавська область	148
530873	496	481	56	167	280	49	329	0	329	3	271	55	22.04.2019 00:25	Полтавська область	148
530874	1600	1567	169	559	891	150	1041	0	1041	33	841	167	22.04.2019 00:45	Полтавська область	148
530875	96	79	4	22	70	4	74	0	74	1	60	13	22.04.2019 00:10	Полтавська область	148
530876	96	83	11	44	41	11	52	0	52	3	37	12	21.04.2019 21:40	Полтавська область	148
530877	128	127	10	27	92	9	101	0	101	0	81	20	22.04.2019 00:05	Полтавська область	148
530878	320	321	15	126	185	9	194	0	194	4	176	14	22.04.2019 00:15	Полтавська область	148
530879	704	682	60	267	380	57	437	0	437	4	371	62	21.04.2019 21:10	Полтавська область	148
530880	368	361	24	137	210	21	231	0	231	2	199	30	21.04.2019 23:00	Полтавська область	148
530881	528	511	49	151	331	46	377	0	377	6	310	61	22.04.2019 00:20	Полтавська область	148
530882	272	265	24	82	169	21	190	0	190	3	168	19	22.04.2019 00:15	Полтавська область	148
530883	704	679	72	253	382	69	451	0	451	6	385	60	22.04.2019 00:40	Полтавська область	148
530884	432	430	48	155	235	42	277	0	277	4	232	41	21.04.2019 22:50	Полтавська область	148
530885	736	723	47	243	454	39	493	0	493	7	398	88	22.04.2019 01:20	Полтавська область	148
530886	384	377	45	101	239	44	283	0	283	2	236	45	22.04.2019 00:40	Полтавська область	148
530887	288	280	16	89	183	16	199	0	199	5	173	21	22.04.2019 01:15	Полтавська область	148
530888	160	158	12	38	110	12	122	0	122	1	106	15	22.04.2019 01:20	Полтавська область	148
530889	336	323	34	103	202	31	233	0	233	2	195	36	22.04.2019 00:50	Полтавська область	148
530890	416	408	35	102	279	35	314	0	314	9	270	35	22.04.2019 01:03	Полтавська область	148
530891	320	318	32	62	226	32	258	0	258	2	227	29	22.04.2019 00:15	Полтавська область	148
530892	944	938	92	339	515	90	605	0	605	19	491	95	22.04.2019 00:05	Полтавська область	148
530893	368	355	18	115	239	14	253	0	253	4	210	39	22.04.2019 00:05	Полтавська область	148
530894	336	329	27	103	208	25	233	0	233	5	180	48	22.04.2019 00:11	Полтавська область	148
530895	80	74	7	15	58	7	65	0	65	1	45	19	22.04.2019 00:05	Полтавська область	148
530896	208	193	11	52	145	11	156	0	156	0	123	33	22.04.2019 00:20	Полтавська область	148
530897	272	256	4	143	125	4	129	0	129	2	107	20	22.04.2019 00:10	Полтавська область	148
530898	384	371	11	135	239	10	249	0	249	3	198	48	22.04.2019 02:23	Полтавська область	148
530899	160	145	8	42	111	7	118	0	118	0	104	14	22.04.2019 00:20	Полтавська область	148
530900	496	481	64	169	271	56	327	0	327	3	252	72	21.04.2019 22:45	Полтавська область	148
530901	160	157	5	73	82	5	87	0	87	0	69	18	22.04.2019 00:40	Полтавська область	148
530902	464	451	32	163	272	29	301	0	301	5	255	41	22.04.2019 00:20	Полтавська область	148
530903	560	552	55	199	308	53	361	0	361	6	292	63	22.04.2019 00:05	Полтавська область	148
530904	176	163	12	34	130	12	142	0	142	1	107	34	22.04.2019 00:25	Полтавська область	148
530905	960	947	42	406	512	42	554	0	554	9	472	73	22.04.2019 00:35	Полтавська область	148
530906	176	173	8	49	119	8	127	0	127	3	89	35	22.04.2019 00:10	Полтавська область	148
530907	112	105	5	40	68	4	72	0	72	1	56	15	21.04.2019 21:20	Полтавська область	148
530908	480	467	25	171	284	25	309	0	309	7	260	42	22.04.2019 00:25	Полтавська область	148
530909	304	295	23	134	149	21	170	0	170	3	121	46	21.04.2019 22:50	Полтавська область	148
530910	224	210	11	81	132	11	143	0	143	3	121	19	22.04.2019 00:15	Полтавська область	148
530911	160	158	16	78	72	10	82	0	82	2	68	12	22.04.2019 00:45	Полтавська область	148
530912	384	382	56	116	219	49	268	0	268	7	225	36	22.04.2019 02:00	Полтавська область	148
531002	1968	1931	12	647	1313	8	1321	0	1321	44	1048	228	22.04.2019 00:05	Полтавська область	148
531003	1888	1893	13	646	1232	10	1242	0	1242	30	1046	166	22.04.2019 00:07	Полтавська область	148
531004	1792	1762	14	654	1125	13	1138	0	1138	29	925	184	22.04.2019 00:40	Полтавська область	148
531005	1984	1978	23	657	1308	19	1327	0	1327	51	1067	209	22.04.2019 00:07	Полтавська область	148
531006	1808	1801	33	661	1122	25	1147	0	1147	28	919	200	22.04.2019 01:20	Полтавська область	148
531007	1904	1901	21	741	1143	20	1163	0	1163	36	925	202	22.04.2019 00:20	Полтавська область	148
531008	1904	1873	15	701	1190	13	1203	0	1203	32	946	225	22.04.2019 00:30	Полтавська область	148
531009	1808	1784	13	700	1099	9	1108	0	1108	37	872	199	22.04.2019 00:30	Полтавська область	148
531010	1856	1816	18	642	1201	13	1214	0	1214	23	957	234	22.04.2019 00:10	Полтавська область	148
531011	2000	1962	28	750	1226	24	1250	0	1250	36	993	221	22.04.2019 00:40	Полтавська область	148
531012	2112	2070	23	760	1333	19	1352	0	1352	32	1101	219	22.04.2019 00:12	Полтавська область	148
531013	1872	1863	12	682	1180	10	1190	0	1190	37	949	204	22.04.2019 00:30	Полтавська область	148
531014	1808	1788	58	672	1086	50	1136	0	1136	30	916	190	22.04.2019 00:30	Полтавська область	148
531015	1808	1789	12	720	1077	11	1088	0	1088	18	909	161	22.04.2019 01:30	Полтавська область	148
531016	1984	1958	15	785	1187	12	1199	0	1199	28	1001	170	22.04.2019 00:45	Полтавська область	148
531017	1840	1805	8	710	1124	6	1130	0	1130	30	922	178	22.04.2019 00:10	Полтавська область	148
531018	1968	1946	13	735	1222	11	1233	0	1233	29	1017	187	22.04.2019 00:50	Полтавська область	148
531019	1856	1821	16	678	1167	11	1178	0	1178	42	932	204	22.04.2019 00:09	Полтавська область	148
531020	1968	1967	25	774	1172	22	1194	0	1194	27	964	203	22.04.2019 00:50	Полтавська область	148
531021	2000	1926	17	797	1187	16	1203	0	1203	24	1028	151	22.04.2019 00:30	Полтавська область	148
530243	2096	2083	20	813	1265	18	1283	0	1283	29	1063	191	22.04.2019 00:15	Полтавська область	149
530244	1824	1790	28	726	1073	25	1098	0	1098	20	929	149	22.04.2019 00:38	Полтавська область	149
530245	2048	2022	18	863	1169	16	1185	0	1185	29	992	164	22.04.2019 00:10	Полтавська область	149
530246	1936	1900	13	908	1018	10	1028	0	1028	28	863	137	22.04.2019 00:10	Полтавська область	149
530247	2400	2365	17	1063	1321	16	1337	0	1337	30	1163	144	22.04.2019 00:15	Полтавська область	149
530248	1584	1558	11	765	809	10	819	0	819	11	722	86	22.04.2019 00:30	Полтавська область	149
530249	1968	1938	13	833	1122	13	1135	0	1135	24	996	115	21.04.2019 21:30	Полтавська область	149
530250	944	921	82	371	497	76	573	0	573	7	501	65	22.04.2019 00:20	Полтавська область	149
530251	928	922	32	461	439	28	467	0	467	11	405	51	21.04.2019 21:55	Полтавська область	149
530252	1136	1126	46	482	608	46	654	0	654	5	593	56	21.04.2019 22:10	Полтавська область	149
530253	608	592	45	210	357	41	398	0	398	2	332	64	22.04.2019 00:35	Полтавська область	149
530254	2288	2264	76	976	1247	65	1312	0	1312	18	1205	89	22.04.2019 00:10	Полтавська область	149
530255	368	355	15	126	227	15	242	0	242	1	182	59	22.04.2019 00:30	Полтавська область	149
530256	592	577	30	218	345	29	374	0	374	5	333	36	22.04.2019 00:30	Полтавська область	149
530257	1472	1455	51	624	806	42	848	0	848	11	738	99	22.04.2019 00:50	Полтавська область	149
530258	864	849	31	346	491	27	518	0	518	7	457	54	22.04.2019 00:15	Полтавська область	149
530259	864	843	68	349	455	60	515	0	515	10	451	54	22.04.2019 00:04	Полтавська область	149
530260	1056	1024	33	496	528	32	560	0	560	10	483	67	22.04.2019 00:28	Полтавська область	149
530261	688	658	53	271	366	51	417	0	417	6	365	46	22.04.2019 00:10	Полтавська область	149
530262	912	889	49	405	460	47	507	0	507	3	460	44	22.04.2019 00:05	Полтавська область	149
530263	400	381	10	133	257	10	267	0	267	5	222	40	22.04.2019 02:10	Полтавська область	149
530264	1152	1122	61	495	600	57	657	0	657	7	617	33	22.04.2019 00:15	Полтавська область	149
530265	448	426	1	242	205	1	206	0	206	5	187	14	22.04.2019 01:10	Полтавська область	149
530266	576	574	41	220	316	40	356	0	356	11	296	49	21.04.2019 22:50	Полтавська область	149
530267	720	702	38	307	379	34	413	0	413	7	353	53	22.04.2019 00:30	Полтавська область	149
530268	1424	1412	44	544	845	35	880	0	880	17	780	83	21.04.2019 21:34	Полтавська область	149
530269	784	777	53	330	411	43	454	0	454	5	402	47	22.04.2019 00:05	Полтавська область	149
530270	480	476	26	178	280	22	302	0	302	4	267	31	21.04.2019 22:04	Полтавська область	149
530271	272	255	14	77	181	14	195	0	195	2	155	38	22.04.2019 02:00	Полтавська область	149
530272	464	452	17	199	248	17	265	0	265	5	232	28	21.04.2019 22:00	Полтавська область	149
530273	576	563	42	182	352	42	394	0	394	3	345	46	21.04.2019 20:50	Полтавська область	149
530274	1120	1111	84	338	704	78	782	0	782	6	701	75	22.04.2019 01:20	Полтавська область	149
530275	736	727	75	276	385	75	460	0	460	4	391	65	21.04.2019 20:42	Полтавська область	149
530276	224	218	28	73	123	28	151	0	151	3	131	17	21.04.2019 20:40	Полтавська область	149
530277	208	195	19	90	101	17	118	0	118	2	97	19	22.04.2019 00:05	Полтавська область	149
530278	352	341	32	150	172	30	202	0	202	0	179	23	21.04.2019 21:05	Полтавська область	149
530279	272	263	12	108	152	12	164	0	164	3	135	26	21.04.2019 20:45	Полтавська область	149
530280	512	494	35	172	305	35	340	0	340	9	279	52	21.04.2019 21:15	Полтавська область	149
530281	320	316	33	98	189	33	222	0	222	3	187	32	21.04.2019 21:40	Полтавська область	149
530282	224	219	28	53	146	25	171	0	171	1	151	19	22.04.2019 01:20	Полтавська область	149
530283	512	497	43	200	270	42	312	0	312	1	270	41	21.04.2019 20:40	Полтавська область	149
530284	512	504	22	181	309	22	331	0	331	5	295	31	21.04.2019 21:05	Полтавська область	149
530285	304	295	27	90	191	23	214	0	214	1	187	26	21.04.2019 20:39	Полтавська область	149
530286	304	302	20	96	191	17	208	0	208	5	178	25	22.04.2019 00:05	Полтавська область	149
530287	128	114	10	45	73	10	83	0	83	0	74	9	21.04.2019 20:50	Полтавська область	149
530288	448	441	57	128	266	54	320	0	320	12	274	34	21.04.2019 20:40	Полтавська область	149
530289	560	544	58	229	277	54	331	0	331	5	294	32	21.04.2019 22:00	Полтавська область	149
530290	480	468	52	208	225	47	272	0	272	3	208	61	22.04.2019 00:05	Полтавська область	149
530291	704	686	53	285	373	46	419	0	419	8	358	53	21.04.2019 20:55	Полтавська область	149
530292	448	442	45	146	265	37	302	0	302	5	263	34	22.04.2019 00:10	Полтавська область	149
530293	320	314	22	94	206	20	226	0	226	3	183	40	22.04.2019 00:40	Полтавська область	149
530294	240	222	17	67	157	16	173	0	173	11	143	19	21.04.2019 20:52	Полтавська область	149
530295	192	178	10	59	123	10	133	0	133	2	109	22	21.04.2019 20:30	Полтавська область	149
530296	1616	1580	21	549	1047	20	1067	0	1067	7	884	176	22.04.2019 01:15	Полтавська область	149
530297	1248	1240	23	459	775	14	789	0	789	12	684	93	22.04.2019 01:25	Полтавська область	149
530298	1456	1445	32	472	956	28	984	0	984	15	815	154	21.04.2019 21:50	Полтавська область	149
530299	1456	1436	28	476	959	21	980	0	980	23	822	135	22.04.2019 00:15	Полтавська область	149
530300	1840	1816	33	645	1163	32	1195	0	1195	17	1005	173	22.04.2019 00:35	Полтавська область	149
530301	1360	1338	20	490	856	14	870	0	870	24	699	147	22.04.2019 01:45	Полтавська область	149
530302	432	418	57	123	255	54	309	0	309	17	247	45	21.04.2019 21:05	Полтавська область	149
530303	224	218	21	28	175	21	196	0	196	3	155	38	22.04.2019 02:30	Полтавська область	149
530304	208	200	20	22	166	20	186	0	186	0	134	52	21.04.2019 20:45	Полтавська область	149
530305	720	697	85	238	403	79	482	0	482	11	391	80	22.04.2019 00:02	Полтавська область	149
530306	720	698	72	316	337	67	404	0	404	9	358	37	22.04.2019 01:30	Полтавська область	149
530307	336	323	26	124	193	19	212	0	212	3	177	32	21.04.2019 23:05	Полтавська область	149
530308	96	87	8	37	53	6	59	0	59	1	48	10	21.04.2019 20:49	Полтавська область	149
530309	416	412	28	117	275	24	299	0	299	3	276	20	22.04.2019 00:10	Полтавська область	149
530310	432	425	27	171	237	24	261	0	261	4	214	43	22.04.2019 00:05	Полтавська область	149
530311	864	847	60	380	428	56	484	0	484	12	401	71	21.04.2019 21:30	Полтавська область	149
530312	320	310	39	165	120	35	155	0	155	5	116	34	22.04.2019 00:10	Полтавська область	149
530313	1136	1111	70	423	651	62	713	0	713	21	625	67	22.04.2019 00:25	Полтавська область	149
530314	528	509	53	204	278	46	324	0	324	3	286	35	22.04.2019 03:00	Полтавська область	149
530315	1184	1164	43	490	661	33	694	0	694	9	607	78	22.04.2019 00:05	Полтавська область	149
530316	2080	2038	114	915	1054	111	1165	0	1165	34	989	142	21.04.2019 22:00	Полтавська область	149
530317	112	107	13	42	57	13	70	0	70	0	52	18	21.04.2019 21:15	Полтавська область	149
530318	224	217	34	82	111	31	142	0	142	2	107	33	22.04.2019 00:45	Полтавська область	149
530319	464	462	56	197	216	51	267	0	267	20	202	45	22.04.2019 00:15	Полтавська область	149
530320	352	344	52	125	183	44	227	0	227	7	193	27	21.04.2019 21:06	Полтавська область	149
530321	480	467	63	154	263	63	326	0	326	7	291	28	22.04.2019 00:05	Полтавська область	149
530322	464	460	54	179	247	38	285	0	285	4	198	83	22.04.2019 00:05	Полтавська область	149
530323	528	519	31	179	318	31	349	0	349	3	317	29	22.04.2019 00:10	Полтавська область	149
530324	160	149	16	54	91	15	106	0	106	0	91	15	21.04.2019 20:45	Полтавська область	149
530325	256	47	28	226	15	15	30	0	30	1	26	3	22.04.2019 00:10	Полтавська область	149
530326	1968	1954	29	747	1192	29	1221	0	1221	30	957	234	22.04.2019 01:15	Полтавська область	149
530327	1328	1312	44	571	713	44	757	0	757	9	621	127	22.04.2019 00:20	Полтавська область	149
530328	336	334	8	147	181	8	189	0	189	5	156	28	22.04.2019 04:00	Полтавська область	149
530329	1216	1202	30	519	670	27	697	0	697	8	543	146	22.04.2019 00:45	Полтавська область	149
530330	1072	1063	11	463	598	11	609	0	609	9	495	105	21.04.2019 21:10	Полтавська область	149
530331	880	870	58	402	420	58	478	0	478	13	385	80	21.04.2019 23:20	Полтавська область	149
530332	352	334	23	131	199	22	221	0	221	3	189	29	22.04.2019 00:10	Полтавська область	149
530333	192	189	9	79	104	9	113	0	113	1	85	27	21.04.2019 21:30	Полтавська область	149
530334	368	360	22	134	212	22	234	0	234	3	192	39	21.04.2019 22:04	Полтавська область	149
530335	224	213	15	77	132	15	147	0	147	3	126	18	22.04.2019 00:25	Полтавська область	149
530336	128	110	5	58	65	5	70	0	70	2	55	13	21.04.2019 21:00	Полтавська область	149
530337	304	286	14	113	177	14	191	0	191	3	155	33	21.04.2019 21:25	Полтавська область	149
530338	1360	1360	31	527	802	31	833	0	833	16	691	126	22.04.2019 00:45	Полтавська область	149
530339	320	314	43	120	157	43	200	0	200	5	147	48	21.04.2019 21:20	Полтавська область	149
530340	528	517	53	197	278	53	331	0	331	4	249	78	22.04.2019 00:30	Полтавська область	149
530341	272	262	15	117	140	15	155	0	155	1	115	39	21.04.2019 22:00	Полтавська область	149
530342	400	390	44	125	233	42	275	0	275	7	213	55	21.04.2019 23:50	Полтавська область	149
530343	176	161	18	78	81	17	98	0	98	3	85	10	21.04.2019 23:15	Полтавська область	149
530344	512	501	38	206	271	35	306	0	306	2	215	89	21.04.2019 21:10	Полтавська область	149
530345	480	474	32	200	248	32	280	0	280	5	196	79	21.04.2019 21:25	Полтавська область	149
530346	560	552	43	224	295	41	336	0	336	9	278	49	22.04.2019 01:10	Полтавська область	149
530347	480	465	25	163	292	25	317	0	317	4	276	37	22.04.2019 00:50	Полтавська область	149
530348	272	267	16	81	176	15	191	0	191	4	116	71	22.04.2019 02:20	Полтавська область	149
530349	304	295	24	140	147	17	164	0	164	2	142	20	22.04.2019 00:35	Полтавська область	149
530350	704	701	28	318	360	26	386	0	386	2	318	66	22.04.2019 00:05	Полтавська область	149
530351	576	582	43	210	324	42	366	0	366	12	256	98	21.04.2019 22:00	Полтавська область	149
530352	96	93	9	36	51	9	60	0	60	4	38	18	21.04.2019 21:00	Полтавська область	149
530353	480	475	15	199	266	15	281	0	281	4	226	51	21.04.2019 20:45	Полтавська область	149
530532	1392	1369	27	526	845	21	866	0	866	13	698	155	22.04.2019 00:25	Полтавська область	149
530533	1680	1659	24	574	1083	23	1106	0	1106	28	881	197	22.04.2019 00:20	Полтавська область	149
530534	288	281	4	112	172	4	176	0	176	3	148	25	21.04.2019 20:52	Полтавська область	149
530535	400	382	17	172	211	17	228	0	228	4	166	58	22.04.2019 00:10	Полтавська область	149
530536	128	123	2	57	69	2	71	0	71	0	52	19	22.04.2019 00:15	Полтавська область	149
530537	656	649	21	214	421	21	442	0	442	8	373	61	22.04.2019 00:30	Полтавська область	149
530538	448	435	34	178	236	34	270	0	270	3	208	59	22.04.2019 00:05	Полтавська область	149
530539	224	212	11	97	116	11	127	0	127	0	104	23	22.04.2019 00:15	Полтавська область	149
530540	448	429	24	178	246	24	270	0	270	5	236	29	21.04.2019 22:10	Полтавська область	149
530541	1504	1480	67	514	928	62	990	0	990	14	891	85	22.04.2019 00:10	Полтавська область	149
530542	192	188	18	69	107	16	123	0	123	3	103	17	21.04.2019 20:50	Полтавська область	149
530543	1008	988	31	438	542	28	570	0	570	3	516	51	22.04.2019 00:10	Полтавська область	149
530544	384	369	21	109	254	21	275	0	275	3	249	23	21.04.2019 23:05	Полтавська область	149
530545	864	849	21	290	554	20	574	0	574	6	501	67	22.04.2019 00:15	Полтавська область	149
530546	128	118	6	42	80	6	86	0	86	0	75	11	22.04.2019 00:12	Полтавська область	149
